timestamp,source_ip,destination_ip,protocol,attack_type,severity,status,packet_size,duration,num_packets,attack_score,rand_noise,log_duration,log_attack_score
08FEB24:15:00:00,212.75.93.173,84.67.153.7,HTTP,DDoS,Low,Blocked,529,208.68,61,2008.97399,-18.63833868,5.3408020261,7.2738706911
08FEB24:16:00:00,168.239.160.107,156.55.132.255,TCP,Malware,Medium,Blocked,365,209.62,64,2037.1808887,55.632453431,5.3452964154,7.3284192723
08FEB24:17:00:00,124.115.89.172,121.121.217.88,HTTPS,SQL Injection,High,Successful,568,211.21,325,2761.238,-53.61807154,5.3528529465,7.2618231845
08FEB24:18:00:00,61.94.218.202,102.35.133.137,UDP,SQL Injection,High,Successful,931,147.81,168,2054.3999452,29.430103413,4.9959277329,6.969884757
08FEB24:19:00:00,139.234.175.130,150.1.150.235,TCP,SQL Injection,Low,Blocked,128,274.47,203,2671.0167244,-81.01292119,5.6148420018,7.517671431
08FEB24:20:00:00,85.147.62.244,111.44.195.252,UDP,SQL Injection,High,Blocked,525,146.81,129,1524.2929117,-1.098552777,4.9891393019,6.9339798465
08FEB24:21:00:00,163.23.48.75,5.76.255.249,ICMP,Phishing,High,Blocked,747,135.13,,0,49.022294245,4.9062373521,6.9026746989
08FEB24:22:00:00,110.124.227.120,9.241.159.133,HTTPS,Malware,Low,Blocked,389,59.89,106,886.14747433,0.1341993475,4.0925097132,6.0387397771
08FEB24:23:00:00,174.159.152.3,220.242.44.179,TCP,Malware,Low,Blocked,1147,92.37,321,2237.7888333,15.309474854,4.5258023589,6.4951137088
09FEB24:00:00:00,70.26.202.32,205.41.191.6,TCP,Malware,Medium,Successful,426,12.8,122,641.25786179,7.400435154,2.5494459522,4.5747155677
09FEB24:01:00:00,97.31.249.30,201.71.231.53,TCP,Ransomware,Low,Blocked,126,190.1,318,2469.9710665,-25.68287551,5.2475503021,7.1739714495
09FEB24:02:00:00,23.240.0.112,109.76.236.238,TCP,Brute Force,High,Successful,346,74.64,182,1265.9584594,27.702554398,4.3126766905,6.3102501584
09FEB24:03:00:00,88.140.123.156,146.234.103.94,TCP,Malware,Medium,Blocked,1217,91.32,,0,-25.71439594,4.5143699312,6.419222014
09FEB24:04:00:00,116.69.155.214,25.70.67.165,UDP,SQL Injection,Critical,Blocked,479,231.27,316,2839.4296386,68.976884844,5.4435859024,7.4312208183
09FEB24:05:00:00,201.53.49.74,194.150.157.12,HTTPS,SQL Injection,Medium,Blocked,779,98.23,302,1838.4980825,-31.00637121,4.5873117695,6.4870805469
09FEB24:06:00:00,128.187.92.243,167.18.221.64,ICMP,Malware,Low,,303,72.73,261,1388.7314212,-9.486995376,4.2867540917,6.2138538433
09FEB24:07:00:00,122.224.92.216,39.48.45.217,ICMP,Malware,Low,Blocked,1016,50.8,113,1107.3735037,8.8267662311,3.9278965514,5.898325643
09FEB24:08:00:00,131.249.216.82,177.72.87.199,ICMP,SQL Injection,Medium,Blocked,774,232.48,406,3103.0452182,-54.91952419,5.4488042428,7.360384141
09FEB24:09:00:00,157.201.8.16,71.122.229.231,ICMP,Ransomware,High,Successful,460,39,474,1604.210721,15.07777051,3.6635619025,5.6632305149
09FEB24:10:00:00,57.242.88.129,57.180.77.253,UDP,DDoS,High,Blocked,532,136.18,437,2368.4200787,18.220896145,4.9139776135,6.8788216146
09FEB24:11:00:00,147.231.16.9,142.26.116.242,HTTP,DDoS,Low,Blocked,672,152.13,70,1706.5439097,2.4119740735,5.0247354842,6.9729079715
09FEB24:12:00:00,146.225.229.103,18.245.154.253,HTTPS,Malware,Low,Successful,1032,206.25,160,2647.5524279,5.9787991086,5.3290890737,7.2791317897
09FEB24:13:00:00,46.34.100.218,44.125.85.88,TCP,Phishing,Low,Successful,450,190.02,240,2557.2785985,-112.135977,5.2471293824,7.1049687595
09FEB24:14:00:00,114.35.25.5,142.55.154.219,HTTP,Malware,Medium,Successful,212,243.24,11,2056.6466593,3.9617198814,5.4940486514,7.4422828179
09FEB24:15:00:00,30.143.47.108,184.228.199.132,ICMP,Malware,Low,Blocked,43,13.52,138,323.72986192,0.7688283935,2.6041708103,4.5581712198
09FEB24:16:00:00,,96.171.48.255,HTTP,DDoS,Medium,Successful,893,89,495,2367.6578791,0.9277478802,4.4886364821,6.436034589
09FEB24:17:00:00,62.34.12.22,7.144.76.83,HTTPS,SQL Injection,Medium,Blocked,1025,84.11,167,1636.340674,-18.06355488,4.4321255849,6.3468749884
09FEB24:18:00:00,182.253.58.92,133.151.149.109,TCP,Malware,Critical,Blocked,1173,43.89,247,1705.7084346,10.259456779,3.7816867315,5.7604446423
09FEB24:19:00:00,178.158.174.122,193.201.241.228,TCP,SQL Injection,Medium,Blocked,1100,86.82,354,2118.3694776,10.825429523,4.4638371251,6.4274029898
,13.201.222.238,98.138.196.155,HTTPS,SQL Injection,Low,Blocked,622,93,31,1137.6814969,-25.70015369,4.5325996007,6.4382313048
09FEB24:21:00:00,71.46.109.206,131.150.72.186,HTTPS,Phishing,Medium,Blocked,1094,156.61,12,1819.069931,-25.97775157,5.0537587023,6.9756870289
09FEB24:22:00:00,76.240.34.252,219.141.215.235,ICMP,SQL Injection,Medium,Blocked,420,199.14,243,2394.9280508,77.915686327,5.2940081452,7.2943064383
09FEB24:23:00:00,137.151.46.118,59.94.118.47,TCP,DDoS,Medium,Blocked,1331,114.39,108,1914.1608965,-45.43243245,4.73961375,6.6271118141
10FEB24:00:00:00,111.17.199.103,55.220.119.49,HTTP,Ransomware,Critical,Blocked,1074,215.87,336,3255.9785627,105.69877853,5.374676421,7.3881972317
10FEB24:01:00:00,77.37.76.71,86.19.44.61,UDP,Ransomware,High,Blocked,383,100.92,422,2050.6497551,9.8595948093,4.6143282229,6.5740985219
10FEB24:02:00:00,191.164.122.143,60.132.81.93,UDP,Brute Force,Low,Successful,205,87.16,323,1600.2576583,-44.83357678,4.4677456248,6.3373325641
10FEB24:03:00:00,92.130.201.210,210.205.155.166,HTTPS,Malware,Low,Successful,739,162.4,194,2159.9670657,42.797579962,5.0900624893,7.0729286338
10FEB24:04:00:00,167.65.66.59,119.27.134.206,ICMP,DDoS,Medium,Blocked,381,7.21,308,1132.3618663,1.4339799867,1.9754703383,3.9493956656
10FEB24:05:00:00,90.150.80.243,189.76.172.221,UDP,SQL Injection,High,Successful,1082,24.03,133,922.70309166,-2.862783772,3.1793034659,5.1080476641
10FEB24:06:00:00,17.216.250.204,164.158.62.180,TCP,Ransomware,Low,Blocked,1019,125.45,395,2451.9724589,5.8505940612,4.8319073525,6.784457746
10FEB24:07:00:00,3.59.144.205,110.200.4.68,HTTPS,DDoS,Medium,Blocked,1247,282.88,281,3600.1393733,2.4170564276,5.6450228148,7.5921528261
10FEB24:08:00:00,188.171.156.161,189.65.19.84,HTTP,Ransomware,Medium,Blocked,584,216.48,291,2801.9987933,-2.822390544,5.3774982106,7.321544062
10FEB24:09:00:00,120.6.44.249,69.130.77.52,HTTPS,SQL Injection,Low,Blocked,1073,26.53,163,999.73453236,8.5855726716,3.2782765451,5.2693806215
10FEB24:10:00:00,178.86.66.5,83.104.35.146,HTTP,Ransomware,Medium,Successful,231,253.91,278,2884.1297417,4.5900515466,5.5369799129,7.4854691956
10FEB24:11:00:00,86.12.194.204,26.187.187.231,HTTPS,Malware,Critical,Blocked,359,219.72,421,2986.9451756,12.333036597,5.392354054,7.3462508562
10FEB24:12:00:00,131.219.58.111,88.12.167.185,HTTPS,Malware,Low,Blocked,619,183.32,470,3030.9476608,-5.256355832,5.2112333142,7.1530388447
10FEB24:13:00:00,204.141.89.232,90.52.154.100,HTTPS,Brute Force,Medium,Blocked,514,246.11,439,3386.1323734,66.529763719,5.5057786311,7.4895796344
10FEB24:14:00:00,197.227.102.162,145.126.56.83,HTTP,Brute Force,Medium,Blocked,676,121.29,203,1785.3320643,-3.882755592,4.7981844548,6.7395108777
10FEB24:15:00:00,90.42.224.58,61.147.95.159,HTTP,Ransomware,High,Successful,466,66.53,96,1039.7681754,-8.535801803,4.1976531241,6.1250645178
10FEB24:17:00:00,189.115.154.227,103.134.238.151,UDP,,Medium,Blocked,1499,164.7,223,2723.4817236,-4.258165401,5.1041256979,7.0463355187
10FEB24:18:00:00,56.122.139.204,63.101.193.63,ICMP,DDoS,High,Successful,136,161.54,237,1962.2877015,-44.01453977,5.0847528519,6.9909611051
10FEB24:19:00:00,28.20.115.58,83.83.218.5,ICMP,DDoS,Medium,Blocked,535,169.57,117,1950.9759838,-22.69914739,5.1332658799,7.059867479
10FEB24:20:00:00,40.130.231.170,174.110.106.169,ICMP,Ransomware,Medium,Successful,700,284.62,456,3770.5792382,43.250454194,5.6511549924,7.6185412102
10FEB24:21:00:00,150.65.220.166,30.212.152.243,HTTP,DDoS,Low,Blocked,1341,270.68,192,3316.3020035,35.501705156,5.6009373483,7.5654108764
10FEB24:22:00:00,89.39.223.98,112.10.5.134,HTTP,Malware,Low,Blocked,1328,262.73,276,3390.2139697,67.428397916,5.5711269269,7.5530445249
10FEB24:23:00:00,11.144.35.157,108.205.126.111,UDP,SQL Injection,Low,Blocked,48,240.44,106,2145.3432203,73.863889513,5.4824706198,7.471331158
11FEB24:00:00:00,172.46.143.219,202.241.240.234,ICMP,Brute Force,Medium,Blocked,496,283.03,482,3711.3224473,-18.56143764,5.6455529344,7.5820501525
11FEB24:01:00:00,,82.105.127.67,ICMP,SQL Injection,Low,Blocked,312,29.64,4,337.72741084,13.902363933,3.3891251378,5.3998914052
11FEB24:02:00:00,155.36.233.228,63.123.17.129,HTTPS,DDoS,Critical,Blocked,979,79.61,18,1035.6008863,36.180243556,4.3771398387,6.3859533918
11FEB24:03:00:00,11.172.180.58,215.212.254.131,HTTP,SQL Injection,Low,Blocked,1071,148.57,307,2685.7667429,-3.399960381,5.001056295,6.9436918067
11FEB24:04:00:00,117.137.222.203,81.189.236.130,ICMP,Malware,Low,Successful,247,253.98,452,3279.1137917,-188.2306137,5.5372555631,7.371256184
11FEB24:05:00:00,107.4.4.19,18.34.156.27,UDP,Malware,Medium,Blocked,1186,151.6,20,1869.5549661,16.686376311,5.0212455392,6.9827573529
11FEB24:06:00:00,204.231.27.23,151.39.17.92,UDP,DDoS,High,Blocked,1096,224.44,122,2617.2904925,-20.38965901,5.4136084554,7.3464554985
11FEB24:07:00:00,90.212.214.134,155.232.139.228,ICMP,Ransomware,Low,Blocked,243,41.77,137,849.46389682,1.3740235863,3.7321786179,5.6827768382
11FEB24:08:00:00,129.0.87.59,223.59.185.186,HTTP,SQL Injection,Medium,Successful,557,75.8,80,1112.3985569,15.411767407,4.3280984246,6.3026405459
11FEB24:09:00:00,113.19.159.161,193.61.58.18,UDP,Ransomware,Critical,Blocked,556,219.56,154,2363.7357718,14.544494099,5.3916255892,7.3469546052
11FEB24:10:00:00,66.38.29.24,33.31.117.96,HTTPS,Ransomware,Low,,482,49.5,358,1600.7341178,10.710727667,3.9019728716,5.8783259092
11FEB24:11:00:00,17.142.193.165,170.166.193.108,UDP,Phishing,Medium,Successful,728,105.47,25,1185.3005691,11.206350574,4.6584266471,6.6194014617
11FEB24:12:00:00,112.181.49.147,137.90.79.132,TCP,DDoS,High,Blocked,889,79.53,452,2279.8482734,7.558857326,4.3761344347,6.335530853
11FEB24:13:00:00,46.255.106.41,40.171.253.64,TCP,Brute Force,Low,Blocked,872,105.02,169,1684.3605327,11.930831005,4.6541509034,6.6161600146
11FEB24:14:00:00,4.115.152.238,35.98.133.188,HTTP,Malware,Medium,Blocked,378,212.53,59,1972.9415745,28.661451156,5.3590832019,7.3240755633
11FEB24:15:00:00,82.131.74.220,125.173.149.20,ICMP,Malware,Medium,Blocked,1199,110.42,301,2281.4630863,-19.42406335,4.7042913674,6.6247501813
11FEB24:16:00:00,117.26.58.194,150.200.114.124,HTTP,DDoS,Medium,Successful,426,166.62,41,1653.1808207,-62.9667735,5.1157158306,7.0061273451
11FEB24:17:00:00,148.133.198.252,82.170.159.230,HTTP,Brute Force,Low,Successful,1088,30.07,38,1037.7918131,-9.549134335,3.4035283296,5.3030107139
11FEB24:18:00:00,114.74.203.114,9.58.174.156,HTTP,Malware,Low,Blocked,545,241.52,117,2413.5183042,-21.65763373,5.4869523268,7.4199693641
11FEB24:19:00:00,196.226.89.7,10.238.148.237,,DDoS,Medium,Blocked,1388,111.03,275,2341.3709687,47.971709442,4.7098005251,6.7156036281
11FEB24:20:00:00,49.156.31.53,181.89.45.108,HTTPS,Malware,Low,Successful,719,194.6,270,2771.6131816,-46.75289787,5.2709462211,7.181931896
11FEB24:21:00:00,75.53.97.214,6.135.153.85,HTTPS,Ransomware,High,Blocked,1401,217.64,127,2826.9793465,-37.2783318,5.3828423676,7.3039789349
11FEB24:22:00:00,155.87.65.29,174.104.152.153,UDP,SQL Injection,Medium,Blocked,729,62.98,405,1873.8550298,22.302215098,4.1428173745,6.1380773709
11FEB24:23:00:00,2.48.2.98,125.115.57.37,TCP,SQL Injection,Medium,Blocked,924,265.41,399,3450.9703542,-76.48015992,5.5812758378,7.4851491533
12FEB24:00:00:00,195.134.77.102,86.129.24.114,HTTP,Malware,High,Blocked,1158,184.91,3,2160.9548354,-23.51119975,5.2198692743,7.1474481795
12FEB24:01:00:00,165.25.137.77,172.26.106.23,UDP,Phishing,Medium,Successful,662,128.67,293,1969.9025095,28.120150577,4.8572510649,6.8339043698
12FEB24:02:00:00,154.32.235.27,82.2.191.167,TCP,Brute Force,Low,Blocked,1209,54.78,373,1941.6601995,17.009188551,4.0033253464,5.9926368561
12FEB24:03:00:00,,63.8.149.232,ICMP,Brute Force,Critical,Blocked,932,282.7,498,3984.1070801,47.360717547,5.6443863001,7.6139473673
12FEB24:04:00:00,99.201.196.60,42.111.17.205,HTTPS,Brute Force,Low,Successful,992,226.54,430,3464.6322951,-94.95826086,5.4229215739,7.3070827564
12FEB24:05:00:00,115.155.2.226,73.228.58.75,TCP,Ransomware,Low,Blocked,1294,62.49,16,1234.2597145,-10.00875116,4.135006704,6.0577700816
12FEB24:06:00:00,41.61.15.24,11.3.193.80,ICMP,Brute Force,High,Successful,823,101.38,398,2228.4341988,-13.91945815,4.6188759317,6.5449768205
12FEB24:07:00:00,160.236.7.19,161.210.206.200,TCP,SQL Injection,Medium,Blocked,534,242.92,265,2844.8247566,39.083537836,5.4927322122,7.4613665316
12FEB24:08:00:00,3.170.129.9,36.227.190.51,HTTPS,Ransomware,Medium,Blocked,1101,208.73,239,2736.340169,-44.56117091,5.3410415987,7.2559787974
12FEB24:09:00:00,2.137.79.156,72.102.27.143,HTTPS,DDoS,Low,Successful,1488,229.76,,0,-97.76207186,5.4370353294,7.320234357
12FEB24:10:00:00,48.81.217.65,223.88.54.159,UDP,Brute Force,Medium,Blocked,786,132.42,398,2448.5559277,8.5845941383,4.885978765,6.8411074459
,102.80.247.214,55.52.82.200,HTTP,Brute Force,Low,Blocked,476,214.97,134,2315.0762879,76.697747141,5.37049853,7.3661213014
12FEB24:12:00:00,219.223.221.233,92.72.181.232,TCP,DDoS,Critical,Blocked,1431,116.01,213,2158.2697637,-12.65368632,4.7536764805,6.683881866
12FEB24:13:00:00,76.48.217.213,218.242.8.162,TCP,Brute Force,Low,Blocked,384,63.46,15,735.0575707,-1.310570948,4.1504099437,6.0933653226
12FEB24:14:00:00,88.35.133.39,108.223.252.154,ICMP,DDoS,High,Blocked,1223,189.84,436,3110.3827814,-22.05331529,5.2461816648,7.1753571071
12FEB24:15:00:00,130.135.242.119,71.151.23.106,HTTPS,Ransomware,Medium,Successful,589,292.81,328,3426.9514129,27.821663105,5.6795239687,7.6389165186
12FEB24:16:00:00,214.5.111.6,114.71.26.149,TCP,SQL Injection,High,Successful,859,93.25,418,2236.4607413,0.721337911,4.5352841658,6.482298688
12FEB24:17:00:00,163.120.230.81,147.172.231.216,HTTPS,DDoS,High,Successful,580,138.34,360,2181.4360577,-24.14069627,4.9297144955,6.8503796443
12FEB24:18:00:00,26.167.164.196,72.85.126.234,TCP,Phishing,Medium,Blocked,183,202.23,129,2087.0943954,-31.07621714,5.309405713,7.2331187503
12FEB24:19:00:00,32.251.58.63,192.45.152.0,UDP,DDoS,Medium,Blocked,627,162.5,352,2408.3577161,-31.13884616,5.0906780633,7.0088316784
12FEB24:20:00:00,101.97.74.201,135.38.116.217,HTTP,Brute Force,Low,Blocked,696,253.04,122,2758.0888151,-67.54572044,5.5335476185,7.4405777619
12FEB24:21:00:00,203.79.4.55,94.254.8.61,TCP,Ransomware,Low,Successful,384,228.55,241,2538.0179548,3.8772694574,5.4317550485,7.3800857487
12FEB24:22:00:00,191.83.81.222,177.92.76.124,HTTPS,Malware,High,Blocked,1332,17.58,115,1055.9668425,-3.394806729,2.8667624611,4.7846978708
12FEB24:23:00:00,214.139.95.38,96.67.40.211,UDP,Ransomware,High,Blocked,735,299.53,197,3282.6762905,-135.0207168,5.7022146129,7.5815612653
13FEB24:00:00:00,47.81.50.203,160.242.192.27,TCP,Malware,Medium,Successful,307,225.75,222,2616.1217444,3.4738381466,5.4194282366,7.3675342189
13FEB24:01:00:00,6.67.180.138,24.24.173.158,ICMP,DDoS,Low,Blocked,208,259.18,214,2809.4075227,74.739694125,5.5575228396,7.5438027109
13FEB24:02:00:00,54.254.27.207,83.78.42.52,HTTP,SQL Injection,Medium,Blocked,72,195.39,404,2560.2327358,-36.06791613,5.2749976124,7.1941831356
,55.4.106.219,134.45.29.108,TCP,,Medium,Successful,416,256.9,80,2527.0848936,-13.44430483,5.548686943,7.4870928535
13FEB24:04:00:00,15.244.217.8,182.146.165.128,UDP,Ransomware,Medium,Successful,1277,33.8,263,1573.0428322,3.500213489,3.5204610983,5.481056434
13FEB24:05:00:00,31.6.16.198,140.205.51.65,ICMP,Brute Force,High,Blocked,432,104.39,135,1390.0178728,-3.261177769,4.6481339812,6.5895711558
13FEB24:06:00:00,186.63.89.223,98.207.240.226,UDP,Malware,Critical,Blocked,528,262.94,306,3098.285995,-51.21033075,5.5719259073,7.4896187023
13FEB24:07:00:00,219.220.208.146,73.80.206.55,UDP,Brute Force,Low,Successful,761,60.58,242,1555.8728311,-2.118344403,4.1039649707,6.0448670713
13FEB24:08:00:00,34.237.0.121,171.28.8.93,ICMP,SQL Injection,Medium,Blocked,985,23.56,386,1600.518603,1.668123081,3.1595507832,5.1155244972
13FEB24:09:00:00,2.226.149.173,201.100.47.67,UDP,Malware,Medium,Blocked,1092,236.46,303,3299.9923117,61.892609178,5.4657791027,7.4483994494
13FEB24:10:00:00,176.132.223.153,47.122.5.43,ICMP,Ransomware,Medium,Blocked,78,250.66,270,2746.3526895,-100.4960388,5.5240974791,7.4110268251
13FEB24:11:00:00,123.87.51.44,9.23.232.148,TCP,DDoS,Low,Blocked,1236,48.88,287,1687.6667708,-16.68352287,3.8893685194,5.7852902229
13FEB24:12:00:00,44.142.103.254,64.229.30.112,ICMP,Brute Force,Low,Blocked,1080,256.32,50,2870.8378525,9.8955504895,5.5464267029,7.4978368422
13FEB24:13:00:00,56.79.75.122,11.16.148.33,ICMP,SQL Injection,High,Blocked,1119,206.06,189,2846.4058052,9.280135236,5.328167437,7.2804906625
13FEB24:14:00:00,143.186.10.96,194.175.229.97,HTTP,Ransomware,Medium,Blocked,265,156.07,297,2075.4025512,-43.54975859,5.0503046886,6.9555356491
13FEB24:15:00:00,26.205.83.156,208.35.118.105,ICMP,Ransomware,Medium,Blocked,106,249.09,14,1962.8917008,-55.14915933,5.5178143171,7.4315844987
13FEB24:16:00:00,123.232.178.45,193.50.134.239,ICMP,Ransomware,Critical,Successful,1260,125.83,389,2637.4107293,58.299700864,4.8349318691,6.8449323104
13FEB24:17:00:00,195.246.94.176,223.48.222.147,TCP,Ransomware,High,Successful,874,58.28,459,1946.6282854,-34.07902043,4.0652591529,5.9239375371
13FEB24:18:00:00,27.69.6.246,43.217.25.203,HTTP,Malware,Low,Successful,1086,85.53,232,1785.2083821,33.586703084,4.4488673085,6.4493587667
13FEB24:19:00:00,111.208.36.198,19.111.51.205,HTTPS,Ransomware,Medium,Blocked,1038,151.6,261,2337.8699199,-17.71008995,5.0212455392,6.9503260667
13FEB24:20:00:00,96.120.72.130,98.214.173.24,TCP,Brute Force,Medium,Blocked,276,159.45,192,1704.4681252,-1.675052812,5.0717304562,7.0161386826
13FEB24:21:00:00,9.48.117.21,192.51.100.138,TCP,SQL Injection,High,Blocked,996,241.69,413,3475.6203521,-57.71939925,5.4876559546,7.3988539664
13FEB24:22:00:00,204.99.91.131,100.29.32.127,HTTPS,Malware,High,Successful,958,237.43,203,2724.8836374,-28.54001789,5.4698728853,7.3984618606
13FEB24:23:00:00,189.50.81.45,52.29.43.4,ICMP,Ransomware,Medium,Blocked,1201,174.45,261,2587.5831624,-95.20733221,5.161638225,7.0263758996
14FEB24:00:00:00,78.207.206.0,71.15.107.134,UDP,Phishing,Medium,Blocked,512,234.26,113,2422.4056368,-25.79467833,5.4564316523,7.3864865437
14FEB24:01:00:00,73.170.120.64,15.238.220.198,HTTP,Phishing,High,Successful,592,57.61,374,1697.4704192,-13.21702726,4.0536963373,5.9662825831
14FEB24:02:00:00,93.47.67.36,185.57.132.167,UDP,SQL Injection,Low,Blocked,734,15.11,352,1514.5068277,4.4943349577,2.7153574381,4.7028806189
14FEB24:03:00:00,62.236.209.30,2.41.149.74,HTTPS,DDoS,Low,Blocked,1292,262.1,36,2969.0024374,27.50066196,5.5687261485,7.5295142243
14FEB24:05:00:00,90.83.94.192,82.38.176.159,TCP,Malware,Low,Successful,637,74.08,275,1520.7147689,9.6847197397,4.3051457253,6.2695596796
14FEB24:06:00:00,81.149.90.45,25.251.245.235,HTTP,Malware,Low,Blocked,807,208.63,448,3205.0606376,-24.33696682,5.3405623961,7.269667614
14FEB24:07:00:00,6.75.35.92,156.105.197.224,TCP,Malware,High,Successful,925,122.89,278,2041.4908522,-21.34419759,4.8112897277,6.7320745976
14FEB24:08:00:00,91.142.130.234,118.132.58.92,TCP,DDoS,Critical,Blocked,600,262.91,162,2801.0443772,-0.594237361,5.5718118063,7.5173989805
14FEB24:09:00:00,162.222.70.233,59.99.185.86,HTTP,Phishing,Medium,Successful,1264,89.46,312,2012.8414965,-6.039589141,4.4937917098,6.4300104371
14FEB24:10:00:00,70.42.1.187,96.142.143.62,HTTP,DDoS,Low,Blocked,297,3.66,17,271.13818191,0.5175530289,1.2974658796,3.2633734762
14FEB24:11:00:00,11.219.2.35,223.56.190.139,HTTPS,Brute Force,Low,Blocked,1241,90.27,204,1957.5043104,8.2969834637,4.5028052901,6.461760311
14FEB24:12:00:00,98.4.243.212,206.240.133.29,TCP,Ransomware,Low,Blocked,796,173.46,473,2996.3824715,0.4317321228,5.1559470829,7.1022126827
14FEB24:13:00:00,164.70.246.77,111.221.202.175,TCP,Malware,Low,Successful,162,112.84,440,2056.9838876,12.10647924,4.7259709748,6.6870917614
14FEB24:15:00:00,57.252.90.99,18.184.94.82,ICMP,SQL Injection,Low,Blocked,1234,262.99,202,3230.7949881,80.676775025,5.5721160467,7.5609169822
14FEB24:16:00:00,23.200.91.235,89.68.151.75,ICMP,SQL Injection,Medium,Blocked,1122,273.75,476,3820.1292194,-3.465314939,5.6122153177,7.5563154148
14FEB24:17:00:00,196.231.71.31,38.130.157.160,ICMP,,Low,Successful,299,79.87,210,1315.753335,-16.40941878,4.3804004381,6.2965209171
14FEB24:18:00:00,37.40.211.223,181.102.46.59,HTTPS,Phishing,High,Blocked,1436,138.7,499,2976.9820264,-32.28986017,4.9323133994,6.8444002171
14FEB24:19:00:00,130.7.30.117,76.189.212.212,TCP,DDoS,High,Blocked,134,164.79,402,2452.6220093,-26.9808769,5.1046719967,7.0269143746
14FEB24:20:00:00,88.69.220.156,57.223.223.28,HTTPS,DDoS,Critical,Blocked,1188,284.74,,0,-30.66608467,5.6515765183,7.5819815453
14FEB24:21:00:00,62.118.222.24,91.46.90.139,HTTPS,Brute Force,High,Blocked,80,299.59,480,3566.5951304,65.453374346,5.7024149066,7.6790587973
14FEB24:22:00:00,64.154.212.224,184.233.159.69,ICMP,Brute Force,Medium,Blocked,293,70.7,78,798.29768539,-30.02174949,4.2584457143,6.1417755659
14FEB24:23:00:00,133.74.186.187,,UDP,DDoS,Low,Blocked,46,218.12,56,1788.7463596,16.117763768,5.3850454159,7.3414564857
15FEB24:00:00:00,14.241.75.63,188.206.186.188,TCP,SQL Injection,Medium,Blocked,767,113.47,80,1630.7836455,14.607663789,4.7315385729,6.6956724242
15FEB24:01:00:00,149.51.137.175,57.226.103.100,ICMP,Malware,Medium,Blocked,108,2.53,306,961.45285865,-0.664505019,0.9282232553,2.8358865315
15FEB24:02:00:00,1.48.211.68,197.29.149.129,UDP,SQL Injection,Medium,Successful,1144,2.87,58,686.18686534,0.3303650677,1.0543155141,3.0165331802
15FEB24:03:00:00,209.92.149.130,111.70.47.20,UDP,Brute Force,Low,Blocked,581,138.22,18,1193.3918894,-0.406112032,4.928846691,6.8743369533
15FEB24:04:00:00,119.155.166.48,80.11.77.122,HTTP,Ransomware,Low,Blocked,1325,146.55,208,2349.0003401,11.359973047,4.9873667354,6.9442896786
15FEB24:05:00:00,124.76.33.229,23.98.228.99,TCP,DDoS,Medium,Successful,128,6.87,465,1433.994646,0.0504265447,1.9271655618,3.8741225005
15FEB24:06:00:00,145.241.161.162,136.157.108.120,UDP,Brute Force,Medium,Blocked,1271,206.11,135,2650.5218167,11.208130585,5.3284100554,7.282058624
15FEB24:07:00:00,209.13.136.11,67.97.239.28,ICMP,Brute Force,High,,252,88.27,332,1444.1313102,-13.65699518,4.4804004123,6.4039599097
15FEB24:08:00:00,109.8.33.26,175.252.46.39,HTTP,Malware,Low,Blocked,873,168.01,482,2964.2829189,-70.17973022,5.124023561,7.0084059726
15FEB24:09:00:00,,139.118.77.198,TCP,DDoS,Medium,Blocked,305,90.35,10,950.64430173,-18.70916569,4.5036911277,6.4195727614
15FEB24:10:00:00,153.125.174.148,52.236.216.98,HTTPS,Malware,Low,Blocked,951,50.22,69,1084.0578973,-1.642496391,3.9164135529,5.8576402933
15FEB24:11:00:00,206.100.235.72,105.138.149.33,ICMP,DDoS,Low,Successful,332,122.21,341,1893.861661,49.895800528,4.8057409583,6.8083390726
15FEB24:12:00:00,107.216.249.95,191.192.0.5,UDP,Malware,Medium,Blocked,1270,69.76,387,2161.2694615,-14.79997057,4.2450609229,6.1601942337
15FEB24:13:00:00,1.199.63.136,163.59.28.202,UDP,SQL Injection,Low,Blocked,372,160.49,83,1671.8900999,-11.43128573,5.0782316976,7.0139143276
15FEB24:14:00:00,149.59.15.204,63.221.147.243,ICMP,Ransomware,Low,Successful,1140,59.73,109,1343.8063954,1.6083770089,4.0898345742,6.0395839793
15FEB24:15:00:00,40.244.243.83,24.95.143.219,UDP,Ransomware,Medium,Blocked,1351,152.57,44,2004.723872,-46.2617644,5.0276235727,6.9292508309
15FEB24:16:00:00,161.65.61.100,4.36.48.95,HTTP,DDoS,Low,Blocked,1044,47.3,483,2137.7120477,-7.4057219,3.8565105069,5.7797995151
15FEB24:17:00:00,13.136.163.248,200.32.91.92,TCP,Phishing,Low,Blocked,86,201.33,454,2851.2843778,-11.32317202,5.3049454025,7.2427885079
15FEB24:18:00:00,91.249.65.2,196.121.254.74,HTTP,Brute Force,Low,Successful,661,226.21,398,3301.1295,-37.15962854,5.4214638156,7.3436269732
15FEB24:19:00:00,113.55.94.233,52.33.188.225,UDP,Brute Force,Low,Blocked,1263,33.21,132,1187.5070668,-10.36601342,3.5028513365,5.4031457252
15FEB24:20:00:00,57.99.149.40,169.113.75.92,HTTPS,DDoS,Low,Blocked,,140.39,493,0,-15.05646739,4.9444243352,6.874894781
